"","palabra","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad"
"1820","infinito",2.4,1.4,2,0.5477,0.5477,1
"1821","camisa",2.2,1.4,3,0.4472,0.5477,0
"1822","semilla",2.6,1.8,2.8,0.5477,0.8367,0.4472
"1823","respeto",3,2.2,2.4,0,0.8367,0.5477
"1824","fotografía",2.6,1.6,3,0.5477,0.8944,0
"1825","pesar",1.4,1.4,2.2,0.5477,0.8944,1.0954
"1826","distribuir",2,2.6,2.4,0,0.5477,0.5477
"1827","indio",2,1.4,2.4,0,0.5477,0.5477
"1828","alcohol",2.2,2,2.8,0.4472,0.7071,0.4472
"1829","taller",2.2,2,3,0.4472,1,0
"1830","proceder",2,2.6,2,0.7071,0.8944,1
"1831","presa",1.4,1.6,2.8,0.5477,0.8944,0.4472
"1832","onda",3,2.4,2.8,0,0.5477,0.4472
"1833","pelear",1.4,3,2.8,0.5477,0,0.4472
"1834","prácticamente",2.4,2.2,2.2,0.5477,0.4472,0.8367
"1835","correcto",2.8,2.2,2.6,0.4472,0.8367,0.5477
"1836","retablo",2,1.6,1.8,0,0.5477,0.8367
"1837","existente",2.2,2.2,2.6,0.4472,0.4472,0.5477
"1838","aguardar",1.4,1.2,2.4,0.5477,0.4472,0.8944
"1839","mojar",2.2,3,2.8,0.4472,0,0.4472
"1840","fijo",2,1.4,2.2,0,0.5477,0.4472
"1841","recorrido",2.2,2.4,2.6,0.4472,0.8944,0.5477
"1842","arco",2.4,2,2.8,0.5477,0.7071,0.4472
"1843","mental",2.6,2.4,2.2,0.5477,0.8944,0.8367
"1844","televisivo",1.8,2.2,2.6,0.4472,0.8367,0.5477
"1845","tesoro",3,1.4,2.6,0,0.5477,0.5477
"1846","ciclo",2,2.6,2.6,0,0.8944,0.5477
"1847","murmurar",1.4,3,2.8,0.5477,0,0.4472
"1848","oler",2.4,3,2.8,0.5477,0,0.4472
"1849","responsabilidad",2.2,2.6,2.6,0.4472,0.5477,0.5477
"1850","historiador",1.8,2.2,2.4,0.4472,0.4472,0.5477
"1851","abogado",2,2.8,2.6,0.7071,0.4472,0.5477
"1852","corriente",1.8,2.6,2.6,0.4472,0.8944,0.5477
"1853","respiración",2.6,3,3,0.5477,0,0
"1854","you",2.4,2.4,2.6,0.5477,0.5477,0.5477
"1855","concurso",2.4,2.8,2.4,0.5477,0.4472,0.5477
"1856","amarillo",2.4,2.2,3,0.8944,0.8367,0
"1857","científico",2.8,2.8,2.8,0.4472,0.4472,0.4472
"1858","eternidad",2.4,1.6,2.2,0.5477,0.5477,1.0954
"1859","mariposa",2.6,2.4,3,0.8944,0.8944,0
"1860","anillo",2.2,1.4,2.8,0.8367,0.5477,0.4472
"1861","baile",3,3,3,0,0,0
"1862","limpio",3,2.2,3,0,0.8367,0
"1863","humano",2.8,2.8,2.8,0.4472,0.4472,0.4472
"1864","calmar",3,2.6,3,0,0.8944,0
"1865","individual",2,2.4,2.2,0,0.5477,0.8367
"1866","orgullo",2.2,2.8,2.8,0.8367,0.4472,0.4472
"1867","altitud",2,1.8,2.2,0,0.8367,0.8367
"1868","apariencia",2.4,1.6,2.8,0.5477,0.5477,0.4472
"1869","definitivamente",2,2,2.4,0,1,0.5477
"1870","reserva",2.2,1.6,2.4,0.4472,0.5477,0.8944
"1871","extenso",2,1.6,2.2,0.7071,0.5477,1.0954
"1872","huevo",2.2,2,2.8,0.8367,0,0.4472
"1873","adecuar",2.8,2.8,3,0.4472,0.4472,0
"1874","escultura",2.8333,1.6667,3,0.4082,0.8165,0
"1875","cesar",2,2.6667,2.8333,0.8944,0.5164,0.4082
"1876","trono",1.8,1.8,2.6,0.8367,0.8367,0.5477
"1877","comité",1.8,2,2.8,0.8367,0.7071,0.4472
"1878","acusar",1.4,2.4,2.8,0.5477,0.8944,0.4472
"1879","gestión",1.8,2.2,2.6,0.8367,0.8367,0.5477
"1880","selva",3,2.6,2.6,0,0.5477,0.8944
"1881","bahía",3,1.8,2.8,0,0.8367,0.4472
"1882","estrellar",1.8,3,3,0.8367,0,0
"1883","solicitar",2.4,2.6,2.2,0.5477,0.5477,0.8367
"1884","nba",2,2,2.2,0,0,0.8367
"1885","terror",1.4,2.8,2.6,0.8944,0.4472,0.5477
"1886","brindar",3,3,3,0,0,0
"1887","grabado",2.6,1.8,3,0.5477,0.4472,0
"1888","tratado",2.2,2,2.4,0.4472,0,0.5477
"1889","triunfo",2.8,2.8,2.8,0.4472,0.4472,0.4472
"1890","fundador",2,2.8,2.4,0,0.4472,0.8944
"1891","sangrar",1.2,2.2,3,0.4472,0.8367,0
"1892","entrenador",2.2,2.6,2.8,0.4472,0.5477,0.4472
"1893","sagrado",2.2,1.8,1.8,0.8367,0.8367,0.8367
"1894","crimen",1,2.2,2.2,0,0.8367,0.8367
"1895","national",2.2,2.2,2,0.4472,0.4472,0.7071
"1896","promover",2.6,2.6,2.2,0.5477,0.5477,0.8367
"1897","conquista",2.6,2.4,2.6,0.8944,0.8944,0.8944
"1898","oreja",2.2,1.8,3,0.4472,0.8367,0
"1899","prisión",1.2,1.8,2,0.4472,0.8367,1
"1900","sendero",3,2.4,3,0,0.8944,0
"1901","virgen",2.4,2.2,2.2,0.5477,0.4472,0.4472
"1902","resistir",2.2,2.6,2.4,0.8367,0.5477,0.8944
"1903","tambien",2.8,2.6,2.2,0.4472,0.5477,0.4472
"1904","crítica",2.4,2.8,2.2,0.5477,0.4472,0.8367
"1905","arroyo",3,2.6,3,0,0.8944,0
"1906","justo",2.6,2.6,2.6,0.5477,0.5477,0.5477
"1907","traducir",2.4,2.2,2.6,0.5477,0.8367,0.5477
"1908","vaciar",1.8,2.2,2.2,0.4472,0.8367,0.8367
"1909","agarrar",2.2,2.4,2.6,0.4472,0.8944,0.5477
"1910","adentro",2.4,1.6,2.8,0.5477,0.5477,0.4472
"1911","porqué",2,2,2,0,0,0.7071
"1912","permanente",2,2.6,1.8,0.7071,0.5477,0.8367
"1913","reclamar",1.2,2.8,2.8,0.4472,0.4472,0.4472
"1914","oficialmente",2,2.2,2,0,0.4472,0.7071
"1915","abismo",1.4,1.4,2.2,0.5477,0.8944,1.0954
"1916","oposición",1.6,2.8,2.6,0.5477,0.4472,0.5477
"1917","ahogar",1,3,2.8,0,0,0.4472
"1918","competición",2.4,3,3,0.5477,0,0
"1919","futuro",2.8,2.8,1.6,0.4472,0.4472,0.8944
"1920","militar",1.8,2.6,2.6,0.4472,0.5477,0.5477
"1921","característico",2,1.6,2,0,0.5477,0.7071
"1922","democrático",2.6,2.4,2.6,0.5477,0.5477,0.5477
"1923","freír",1.8,2.8,3,0.4472,0.4472,0
"1924","puta",1.6,2.8,2.4,0.8944,0.4472,0.8944
"1925","electoral",1.8,2.8,2.8,0.4472,0.4472,0.4472
"1926","delgado",2.4,2.2,2.6,0.5477,0.4472,0.5477
"1927","aldea",2.4,2.2,2.8,0.5477,0.8367,0.4472
"1928","albergar",2.6,2.8,2.6,0.5477,0.4472,0.5477
"1929","lector",3,2.8,3,0,0.4472,0
"1930","poblar",2.2,2.8,2.6,0.4472,0.4472,0.5477
"1931","extranjero",2.2,2,2.6,0.4472,0,0.5477
"1932","virtud",2.8,2.2,2.6,0.4472,0.4472,0.5477
"1933","virgen",1.8,1.8,2.6,0.4472,0.4472,0.5477
"1934","adulto",2.2,2.2,2.8,0.4472,0.4472,0.4472
"1935","pesadilla",1.2,2.4,2.4,0.4472,0.8944,0.8944
"1936","multitud",1.2,2.6,3,0.4472,0.5477,0
"1937","dorar",2.4,2.8,2.8,0.5477,0.4472,0.4472
"1938","jurar",1.8,2.6,2.4,0.4472,0.5477,0.5477
"1939","previo",2,2,2,0,0,0
"1940","inteligencia",2.8,2.8,2.8,0.4472,0.4472,0.4472
"1941","herramienta",2.4,2.6,2.8,0.5477,0.5477,0.4472
"1942","contrario",2,2.2,2,0.7071,0.4472,0.7071
"1943","apertura",2.2,2.2,2.4,0.4472,0.4472,0.5477
"1944","aliado",2.8,2.2,2.4,0.4472,0.8367,0.5477
"1945","lavar",2.8,3,3,0.4472,0,0
"1946","presidencia",2,2.6,2.8,0.7071,0.5477,0.4472
"1947","programar",2.8,2.8,2.8,0.4472,0.4472,0.4472
"1948","cantante",2.4,2.4,2.8,0.5477,0.5477,0.4472
"1949","pago",2.2,2.2,2.8,0.8367,0.8367,0.4472
"1950","primario",2.4,2.4,2,0.5477,0.5477,0.7071
"1951","gozar",3,2.8,2.8,0,0.4472,0.4472
"1952","suceso",2,2,2,0,0.7071,0
"1953","acostar",2.4,2.8,2.4,0.5477,0.4472,0.5477
"1954","grande",2.2,2.4,2.4,0.4472,0.5477,0.5477
"1955","reunión",2.6,2.6,3,0.5477,0.5477,0
"1956","nostalgia",2,2,2.2,0.7071,0.7071,0.8367
"1957","advertir",2,2.8,2.6,0.7071,0.4472,0.5477
"1958","solista",2.6,2.6,3,0.5477,0.5477,0
"1959","conversar",2.6,3,3,0.5477,0,0
"1960","impulsar",2.4,2.8,3,0.5477,0.4472,0
"1961","silencioso",2,2.2,2.8,0.7071,0.4472,0.4472
"1962","recientemente",2.2,2.2,1.8,0.4472,0.4472,0.8367
"1963","mezcla",2.2,1.8,2.2,0.4472,0.4472,0.8367
"1964","herida",1,2.8,3,0,0.4472,0
"1965","primo",2.2,2.2,2.2,0.4472,0.4472,0.4472
"1966","murmullo",1.6,3,2.6,0.5477,0,0.8944
"1967","agitar",2.2,3,2.8,0.4472,0,0.4472
"1968","batería",2,2.4,2.8,0.7071,0.5477,0.4472
"1969","rutina",1.2,2.2,2.2,0.4472,1.0954,0.8367
"1970","milagro",2.8,2.4,1.6,0.4472,0.8944,0.8944
"1971","tramo",2,2,1.8,0,0,0.8367
"1972","cabecera",2,2.2,2.2,0,0.4472,0.8367
"1973","familiar",2.8,2,2.2,0.4472,0.7071,0.8367
"1974","bien",3,2.4,2.4,0,0.8944,0.8944
"1975","contribuir",3,2.6,2.8,0,0.8944,0.4472
"1976","arquitectónico",2.6,2.2,2.2,0.5477,0.8367,0.8367
"1977","declaración",2,3,1.8,0,0,0.8367
"1978","dias",2,2.2,2.6,0,0.4472,0.5477
"1979","llama",2.4,2.4,3,0.8944,0.8944,0
"1980","ascenso",2.6,3,2.6,0.5477,0,0.5477
"1981","ama",1.8,2.2,2.2,0.8367,0.8367,0.8367
"1982","excelente",3,2,2.2,0,0,0.8367
"1983","fluir",2.4,2.8,2.2,0.5477,0.4472,0.8367
"1984","audiencia",2.4,2.2,2.2,0.5477,0.8367,0.8367
"1985","riqueza",2.8,2,2.4,0.4472,0,0.8944
"1986","modificar",2.4,3,2.6,0.5477,0,0.5477
"1987","vela",2.4,1.8,3,0.5477,0.8367,0
"1988","engañar",1,3,3,0,0,0
"1989","exitoso",3,2.6,2.2,0,0.5477,0.8367
"1990","loco",2,2.2,2.8,0.7071,0.4472,0.4472
"1991","indígena",2.2,2.4,3,0.4472,0.5477,0
"1992","miel",2.6,1.4,3,0.5477,0.5477,0
"1993","mentir",1.2,2.8,2.8,0.4472,0.4472,0.4472
"1994","tendencia",2.2,2,1.2,0.4472,0.7071,0.4472
"1995","piedad",2.2,2.4,1.2,0.4472,0.5477,0.4472
"1996","solar",2.6,2.2,2,0.5477,0.4472,1
"1997","turismo",3,3,3,0,0,0
"1998","moral",3,2.2,1.4,0,0.8367,0.8944
"1999","borrar",2,3,1.8,0,0,0.8367
"2000","decreto",2,2.6,1.4,0,0.5477,0.5477
"2001","definitivo",2,2.4,1.2,0,0.8944,0.4472
"2002","aqui",2.4,1.8,1.6,0.5477,0.4472,0.8944
"2003","cura",2.2,1.8,2.4,1.0954,0.8367,0.8944
"2004","especializar",2.2,2.6,1.4,0.4472,0.8944,0.5477
"2005","fumar",1.4,3,3,0.8944,0,0
"2006","droga",1.2,2.8,3,0.4472,0.4472,0
"2007","monje",2.2,1.8,2.6,0.4472,0.4472,0.5477
"2008","azul",2.8,1.4,3,0.4472,0.5477,0
"2009","notable",2.4,1.8,1.6,0.5477,0.4472,0.5477
"2010","oriente",2.2,1.8,2,0.4472,0.4472,1
"2011","vidrio",2.2,1.4,3,0.4472,0.5477,0
"2012","renta",1.8,1.8,2.2,0.4472,0.4472,0.4472
"2013","amigo",3,2.4,2.8,0,0.8944,0.4472
"2014","pato",2.6,2.6,3,0.5477,0.5477,0
"2015","precioso",3,1.6,2.4,0,0.5477,0.8944
"2016","pluma",3,2.2,3,0,0.8367,0
"2017","atar",1.8,2.8,3,0.8367,0.4472,0
"2018","satisfacer",3,3,2,0,0,1
"2019","caliente",2.4,2,3,0.5477,0.7071,0
"2020","agrupar",2,2.8,3,0,0.4472,0
"2021","nominar",2.2,2.8,2.2,0.4472,0.4472,0.8367
"2022","posesión",2,2.4,2,0,0.5477,1
"2023","respetar",3,2.8,2.6,0,0.4472,0.5477
"2024","precisamente",2.2,2,2,0.4472,0.7071,1
"2025","implicar",2,2.4,2,0,0.8944,0.7071
"2026","editorial",2.2,2.2,2.8,0.4472,0.4472,0.4472
"2027","misterioso",2,2,2.2,0.7071,0.7071,1.0954
"2028","impacto",1.8,2.6,2.6,0.8367,0.5477,0.5477
"2029","margen",2,2,2.2,0,0,1.0954
"2030","descubrimiento",3,2.8,2.8,0,0.4472,0.4472
"2031","constar",2,1.8,1,0,0.4472,0
"2032","sabio",3,2.2,2.6,0,0.8367,0.8944
"2033","isleño",2.2,2,2.6,0.4472,0.7071,0.5477
"2034","cárcel",1.4,1.6,2.6,0.5477,0.8944,0.8944
"2035","tradicionalmente",2.4,2,1.8,0.5477,0,0.4472
"2036","manifestar",2,2.6,2.4,0.7071,0.8944,0.8944
"2037","invisible",2,2,2.6,0.7071,0,0.8944
"2038","propuesta",2.6,2.8,2.2,0.5477,0.4472,0.4472
"2039","universitario",2.8,2.6,2.8,0.4472,0.5477,0.4472
"2040","paular",2,2,1.4,0.7071,0.7071,0.5477
"2041","divertir",2.8,2.8,2.4,0.4472,0.4472,0.8944
"2042","rueda",2.4,2.6,3,0.5477,0.5477,0
"2043","ventaja",2.2,2.4,2,0.8367,0.5477,0.7071
"2044","ubicación",2,1.6,2.2,0,0.5477,0.4472
"2045","patrimonio",1.8,2,2.2,0.8367,0.7071,1.0954
"2046","vano",1.6,1.6,1.4,0.8944,0.5477,0.5477
"2047","signo",2.2,1.8,2.2,0.4472,0.4472,1.0954
"2048","bestia",1.8,2.4,3,0.8367,0.5477,0
"2049","convento",1.4,1.4,3,0.5477,0.5477,0
"2050","pico",2.4,2.6,2.8,0.5477,0.5477,0.4472
"2051","tour",2.6,2.8,2.6,0.8944,0.4472,0.5477
"2052","comprobar",2.6,3,2.4,0.5477,0,0.8944
"2053","estallar",1.4,3,2.6,0.5477,0,0.8944
"2054","ejercicio",2.4,3,3,0.8944,0,0
"2055","físico",2.4,2.2,2.6,0.5477,0.8367,0.5477
"2056","lloro",1,2.6,3,0,0.8944,0
"2057","lucir",2.8,2.6,2.6,0.4472,0.5477,0.5477
"2058","insistir",1.2,3,2.4,0.4472,0,0.8944
"2059","disposición",2.6,2,1.8,0.5477,1,0.8367
"2060","pobre",1.2,1.4,2.8,0.4472,0.5477,0.4472
"2061","escala",2.4,1.8,2.2,0.5477,0.8367,0.8367
"2062","eje",2.6,1.8,2.6,0.5477,0.8367,0.8944
"2063","madrugada",2.6,2,2.8,0.5477,0.7071,0.4472
"2064","invitado",2.4,2,2.8,0.5477,0.7071,0.4472
"2065","danzar",2.8,3,2.8,0.4472,0,0.4472
"2066","ciego",1.6,1.2,2.6,0.5477,0.4472,0.8944
"2067","jornada",2,2.4,2.4,0,0.5477,0.8944
"2068","enemigo",1.2,2.2,2.6,0.4472,0.8367,0.5477
"2069","exacto",2.8333,2.1667,2.6667,0.4082,0.4082,0.8165
"2070","adaptar",2.4,2.6,2,0.5477,0.5477,1
"2071","impulso",2.4,2.8,1.8,0.5477,0.4472,0.8367
"2072","aparato",2.2,1.6,2.6,0.4472,0.8944,0.5477
"2073","comarca",2.6,1.4,3,0.5477,0.5477,0
"2074","pelea",1.1667,3,3,0.4082,0,0
"2075","legislatura",1.8333,2,2.6667,0.4082,0.6325,0.5164
"2076","explotar",1.5,3,2.8333,0.5477,0,0.4082
"2077","respectivamente",2.1667,2,1.3333,0.4082,0,0.8165
"2078","específico",2.3333,2,1.5,0.5164,0,0.5477
"2079","manejar",2.5,3,2.6667,0.5477,0,0.5164
"2080","productor",2.4,2.6,2.8,0.5477,0.5477,0.4472
"2081","automóvil",2.8,2.6,3,0.4472,0.8944,0
"2082","toro",2.4,2.6,2.8,0.5477,0.5477,0.4472
"2083","prisa",1.6,3,3,0.8944,0,0
"2084","posiblemente",2.2,1.8,1.6,0.8367,0.8367,0.8944
"2085","aumento",2.2,2.4,2.6,0.8367,0.8944,0.8944
"2086","isleño",2.6,2,2.8,0.5477,0.7071,0.4472
"2087","delante",2.2,2,2.8,0.4472,0,0.4472
"2088","victoria",3,2.6,3,0,0.5477,0
"2089","alzar",2.6667,3,3,0.5164,0,0
"2090","material",2,2,2.5,0.6325,0.6325,0.8367
"2091","canto",3,2.8333,2.8333,0,0.4082,0.4082
"2092","delicado",2.6667,2,2.8333,0.5164,0.8944,0.4082
"2093","tardar",1.3333,2.1667,2.6667,0.5164,0.9832,0.8165
"2094","originario",2.2,2.2,2.2,0.4472,0.4472,1.0954
"2095","coincidir",2.8,2.6,2.2,0.4472,0.5477,1.0954
"2096","ensayo",2.6,2.6,2.8,0.5477,0.5477,0.4472
"2097","penetrar",2.2,3,2.8,0.8367,0,0.4472
"2098","candidatura",2.2,2.8,2.2,0.4472,0.4472,1.0954
"2099","talvez",2,2,2,0,0.7071,1
"2100","desesperación",1,2.6,2.6,0,0.8944,0.8944
"2101","avenida",2,2.6,3,0.7071,0.5477,0
"2102","semifinal",2.6,2.6,2.8,0.5477,0.5477,0.4472
"2103","planear",3,3,2.6,0,0,0.5477
"2104","seguro",2.8,2.8,2.4,0.4472,0.4472,0.8944
"2105","comparar",1.8,2.4,3,0.4472,0.8944,0
"2106","agradable",3,2.4,2.4,0,0.5477,0.8944
"2107","quebrar",2,3,2.8,0.7071,0,0.4472
"2108","fórmula",2.4,2,2.8,0.5477,0,0.4472
"2109","colectivo",2.4,2.4,2.8,0.5477,0.5477,0.4472
"2110","silueta",2.6,2.2,3,0.5477,0.4472,0
"2111","renunciar",2,2.8,2.8,0.7071,0.4472,0.4472
"2112","supremo",2.8,2,1.8,0.4472,0,0.8367
"2113","rosa",2.6,2.4,3,0.5477,0.5477,0
"2114","prever",2.6,2.8,2.2,0.5477,0.4472,0.8367
"2115","intervención",2,3,2.2,0.7071,0,0.8367
"2116","despierto",2.2,2.8,2.4,0.4472,0.4472,0.5477
"2117","usuario",2,2.6,2.8,0,0.5477,0.4472
"2118","anciano",2.4,2.2,3,0.5477,0.8367,0
"2119","contratar",2.4,2.8,2.2,0.5477,0.4472,0.4472
"2120","monstruo",1.4286,2.4286,3,0.5345,0.5345,0
"2121","restaurante",2.8333,2.3333,3,0.4082,0.8165,0
"2122","tarde",2.5,2.5,2.8333,0.5477,0.5477,0.4082
"2123","humor",2.8333,2.8333,2.8333,0.4082,0.4082,0.4082
"2124","plantar",2.6,2.8,3,0.5477,0.4472,0
"2125","saber",3,2.8,2.8,0,0.4472,0.4472
"2126","bomba",1.6,2.8,3,0.5477,0.4472,0
"2127","inundar",1.8,2,3,0.4472,0.7071,0
"2128","cuchillo",1.8,2.2,3,0.4472,0.8367,0
"2129","homenaje",3,2.8,3,0,0.4472,0
"2130","consolidar",2.4,2.2,2.2,0.5477,0.4472,0.4472
"2131","competir",2.6,3,2.8,0.5477,0,0.4472
"2132","league",2.2,2.2,1.8,0.4472,0.4472,0.8367
"2133","coste",2.2,1.8,1.8,0.4472,0.4472,0.8367
"2134","concentración",2.6,2.6,2.2,0.5477,0.5477,1.0954
"2135","elegido",2.6,2.8,2.8,0.5477,0.4472,0.4472
"2136","definición",2.4,2,1.8,0.5477,0,0.8367
"2137","exactamente",2.4,2.2,1.6,0.5477,0.4472,0.5477
"2138","combinar",2.2,2.4,2.2,0.4472,0.5477,0.8367
"2139","ceremonia",2.4,2.2,2.8,0.5477,0.4472,0.4472
"2140","cruz",1.6,2,3,0.8944,0.7071,0
"2141","criticar",1.2,2.8,2.6,0.4472,0.4472,0.5477
"2142","inocente",2.6,1.8,2.8,0.5477,0.4472,0.4472
"2143","palpitar",2.4,2.6,2.4,0.8944,0.8944,0.8944
"2144","ganador",2.8,3,2.8,0.4472,0,0.4472
"2145","celebración",3,2.8,3,0,0.4472,0
"2146","hilo",2,2,3,0,0,0
"2147","pisar",1.8,2.6,3,0.8367,0.5477,0
"2148","basura",1.2,1.8,3,0.4472,0.8367,0
"2149","mueca",2.2,2.6,2.8,0.4472,0.5477,0.4472
"2150","extranjero",2.4,2.2,2.4,0.5477,0.4472,0.8944
"2151","endémico",1.2,3,2,0.4472,0,1
"2152","bronce",2.2,2,2.8,0.4472,0,0.4472
"2153","pálido",2,1.8,3,0.7071,0.4472,0
"2154","legislativo",1.6,2.4,1.6,0.5477,0.8944,0.8944
"2155","católico",1.2,1.6,2.2,0.4472,0.5477,1.0954
"2156","posar",2.4,2.4,2.6,0.5477,0.8944,0.8944
"2157","preocupación",1,2.6,2.2,0,0.5477,0.8367
"2158","amargo",1,1.4,3,0,0.5477,0
"2159","hembra",2.4,1.6,3,0.8944,0.5477,0
"2160","escoger",2.6,2.8,2.2,0.5477,0.4472,0.4472
"2161","procedente",1.8,1.6,2.2,0.4472,0.5477,0.8367
"2162","técnico",2.1667,2,2.1667,0.4082,0,0.7528
"2163","consuelo",2.3333,2,2.3333,1.0328,1.0954,0.5164
"2164","confesar",1.8333,2.5,2.1667,0.7528,0.8367,0.7528
"2165","pop",2.6,2.6,2.8,0.5477,0.5477,0.4472
"2166","socialista",2.1667,2.3333,2.5,0.9832,0.5164,0.8367
"2167","español",2.3333,2,2.3333,0.5164,0,0.5164
"2168","contexto",2,1.6,2.2,0.7071,0.5477,0.8367
"2169","humedad",1.6,2,3,0.8944,1,0
"2170","moda",2.2,2.4,2.6,0.4472,0.5477,0.5477
"2171","ganadería",2.2,2,3,0.8367,0.7071,0
"2172","creencia",2.4,2.4,2.2,0.5477,0.8944,0.8367
"2173","correspondiente",2,1.8,1.8,0,0.4472,0.4472
"2174","enfermo",1,1,2.8,0,0,0.4472
"2175","turístico",2.8,2.2,3,0.4472,0.8367,0
"2176","plataforma",1.8,2.4,2.4,0.4472,0.5477,0.5477
"2177","clave",2,2.4,2.6,0,0.5477,0.5477
"2178","ánimo",2.4,2.4,2.6,0.5477,0.5477,0.5477
"2179","discurso",2.2,3,3,0.4472,0,0
"2180","internacional",2.4,2,2.8,0.5477,0.7071,0.4472
"2181","hondo",2.2,1.2,3,0.4472,0.4472,0
"2182","claramente",2.4,1.6,2,0.5477,0.5477,1
"2183","obligación",1.6,2.4,2.8,0.5477,0.8944,0.4472
"2184","sal",2.2,2,3,0.8367,1,0
"2185","beneficio",2.8,2.4,2.2,0.4472,0.5477,0.8367
"2186","montañoso",2.6,1.8,3,0.8944,1.0954,0
"2187","miar",2.2,2.4,1.6,0.4472,0.5477,0.8944
"2188","sesión",2,2,2.2,0,0.7071,0.8367
"2189","evidente",2,2.2,2.4,0,0.8367,0.5477
"2190","retrato",2,1.8,3,0.7071,1.0954,0
"2191","permiso",2,2.4,2.8,0.7071,0.8944,0.4472
"2192","destrucción",1.4,2.6,3,0.5477,0.5477,0
"2193","galería",2,2,3,0.7071,0.7071,0
"2194","cotidiano",2.4,2.6,2.6,0.5477,0.5477,0.8944
"2195","limpiar",2.4,3,3,0.8944,0,0
"2196","autobús",1.6,2.4,3,0.5477,0.8944,0
"2197","ruina",1.6,1.6,3,0.8944,0.8944,0
"2198","atribuir",1.8,2.2,2,0.4472,1.0954,1
"2199","despues",2.2,1.8,2.4,0.4472,0.4472,0.8944
"2200","biografiar",2.4,2.2,2.2,0.5477,0.8367,0.8367
"2201","sureste",2,2,2.4,0.7071,0.7071,0.8944
"2202","danza",2.6,2.8,3,0.8944,0.4472,0
"2203","mecanismo",2.4,3,2.8,0.8944,0,0.4472
"2204","cercanía",2.8,2,2.6,0.4472,0.7071,0.5477
"2205","ficción",2.6,2.6,2.8,0.5477,0.5477,0.4472
"2206","escupir",1.4,3,3,0.5477,0,0
"2207","trozo",1.8,2.2,3,0.8367,1.0954,0
"2208","niño",2.8,2.6,3,0.4472,0.5477,0
"2209","gastar",1.6,2.8,3,0.5477,0.4472,0
"2210","instrucción",2.4,3,2.6,0.5477,0,0.8944
"2211","nacionalista",1.8,2,3,0.8367,1,0
"2212","espiritual",2.4,1,2.8,0.5477,0,0.4472
"2213","frecuente",2.6,2.2,2.2,0.5477,0.8367,0.8367
"2214","muralla",2.4,1.4,3,0.5477,0.8944,0
"2215","honor",2.6,1.6,2.2,0.5477,0.8944,1.0954
"2216","empapar",1.8,2.2,3,0.8367,0.8367,0
"2217","firma",2.4,2.8,3,0.5477,0.4472,0
"2218","judicial",1.2,1.6,2.6,0.4472,0.8944,0.8944
"2219","derrota",1.2,2.2,3,0.4472,0.8367,0
"2220","ira",1.2,2.8,2.8,0.4472,0.4472,0.4472
"2221","apoderar",1.8,2.8,2,0.4472,0.4472,1
"2222","regular",1.6,1.8,2.2,0.5477,0.4472,0.8367
"2223","establecimiento",2,1.6,3,0,0.8944,0
"2224","morder",2,3,3,0,0,0
"2225","rango",2,1.8,2.4,0,0.8367,0.8944
"2226","tranquilidad",3,2.4,2.8,0,0.8944,0.4472
"2227","derramar",1.8,3,3,0.4472,0,0
"2228","compromiso",2.8,3,2.6,0.4472,0,0.8944
"2229","positivo",3,3,2.8,0,0,0.4472
"2230","brigada",1.8,1.8,2.2,0.4472,0.8367,0.4472
"2231","bit",2.4,2.2,2,0.5477,0.8367,1
"2232","cigarro",1,1.4,3,0,0.8944,0
"2233","aburrir",1,1.4,3,0,0.8944,0
"2234","empujar",1.6,3,3,0.8944,0,0
"2235","oración",2.6,2.6,3,0.5477,0.8944,0
"2236","admitir",2.8,3,2.6,0.4472,0,0.5477
"2237","rol",2.4,3,2.8,0.5477,0,0.4472
"2238","insecto",1.2,2.6,2.8,0.4472,0.8944,0.4472
"2239","atlántico",2.8,2.8,3,0.4472,0.4472,0
"2240","abundante",2.8,2.6,3,0.4472,0.5477,0
"2241","orquesta",3,3,3,0,0,0
"2242","aproximar",2.2,2.6,2.6,0.4472,0.5477,0.8944
"2243","certeza",2.6,2.4,1.8,0.5477,0.5477,0.8367
"2244","mediterráneo",2.8,2.4,2.6,0.4472,0.8944,0.5477
"2245","diablo",1.4,2.8,3,0.5477,0.4472,0
"2246","extremo",1.6,2.4,2.4,0.5477,0.5477,0.8944
"2247","talento",3,3,2.6667,0,0,0.5164
"2248","proveniente",2.2,1.8,2.2,0.4472,0.8367,0.8367
"2249","empleado",1.4,1.8,2.8,0.5477,0.8367,0.4472
"2250","naval",2,2.4,3,0,0.5477,0
"2251","curioso",2.8,3,3,0.4472,0,0
"2252","tensión",1,2,2.8,0,1,0.4472
"2253","representativo",2,2.4,2.2,0,0.8944,0.8367
"2254","noble",3,2.6,2.6,0,0.5477,0.5477
"2255","cerro",2.6,1.2,3,0.5477,0.4472,0
"2256","conexión",2.8,2.6,2.8,0.4472,0.5477,0.4472
"2257","sumergir",2,2.6,3,0.7071,0.8944,0
"2258","increíble",2.6,2.4,3,0.5477,0.8944,0
"2259","tibio",2.4,1.6,3,0.5477,0.5477,0
"2260","artista",2.8,3,3,0.4472,0,0
"2261","expansión",2,2.8,2.6,0,0.4472,0.8944
"2262","músico",3,3,3,0,0,0
"2263","cuerda",2,1.8,3,0,0.4472,0
